policy_id,claim_id,accident_date,accident_year,development_year,claim_amount,claim_status,,,,,,,,,,,,,,
4246,372,27-12-2019,2019,2,210597,Closed,,,,,,,,,,,,,,
4252,373,04-09-2020,2020,5,12442,Closed,,,,,,,,,,,,,,
4254,374,12-09-2022,2022,1,85837,Closed,,,,,,,,,,,,,,
4273,375,26-04-2019,2019,0,296585,Closed,,,,,,,,,,,,,,
4282,376,20-04-2025,2025,0,70183,Open,,,,,,,,,,,,,,
4303,377,21-03-2025,2025,0,116721,Closed,,,,,,,,,,,,,,
4304,378,30-11-2019,2019,0,50594,Closed,,,,,,,,,,,,,,
4316,379,03-06-2021,2021,2,9134,Closed,,,,,,,,,,,,,,
4330,380,23-02-2025,2025,0,236478,Closed,,,,,,,,,,,,,,
4334,381,19-11-2022,2022,1,182857,Closed,,,,,,,,,,,,,,
4339,382,20-03-2020,2020,3,70016,Closed,,,,,,,,,,,,,,
4340,383,13-10-2020,2020,5,19878,Closed,,,,,,,,,,,,,,
4348,384,08-08-2022,2022,0,32641,Open,,,,,,,,,,,,,,
4350,385,13-12-2024,2024,1,62875,Open,,,,,,,,,,,,,,
4356,386,04-01-2023,2023,2,505165,Closed,,,,,,,,,,,,,,
4389,387,07-07-2019,2019,1,1296810,Open,,,,,,,,,,,,,,
4411,388,04-03-2025,2025,0,62661,Open,,,,,,,,,,,,,,
4412,389,24-02-2025,2025,0,121455,Open,,,,,,,,,,,,,,
4414,390,04-08-2020,2020,3,33491,Closed,,,,,,,,,,,,,,
4421,391,12-09-2025,2025,0,72548,Open,,,,,,,,,,,,,,
4421,392,07-03-2025,2025,0,56668,Closed,,,,,,,,,,,,,,
4429,393,22-07-2019,2019,3,285461,Closed,,,,,,,,,,,,,,
4455,394,02-02-2024,2024,0,68058,Open,,,,,,,,,,,,,,
4459,395,04-11-2021,2021,4,46382,Open,,,,,,,,,,,,,,
4480,396,30-01-2023,2023,1,150986,Open,,,,,,,,,,,,,,
4496,397,31-07-2023,2023,1,269062,Closed,,,,,,,,,,,,,,
4514,398,28-12-2022,2022,3,98269,Closed,,,,,,,,,,,,,,
4531,399,21-12-2023,2023,2,163548,Closed,,,,,,,,,,,,,,
4547,400,11-11-2025,2025,0,27788,Closed,,,,,,,,,,,,,,
4554,402,06-01-2022,2022,3,48416,Open,,,,,,,,,,,,,,
4554,401,16-08-2021,2021,3,83613,Open,,,,,,,,,,,,,,
4555,403,12-11-2023,2023,1,165206,Closed,,,,,,,,,,,,,,
4559,404,01-05-2020,2020,3,77369,Closed,,,,,,,,,,,,,,
4561,405,17-02-2021,2021,3,49864,Closed,,,,,,,,,,,,,,
4571,406,07-12-2021,2021,4,39463,Closed,,,,,,,,,,,,,,
4582,407,02-02-2020,2020,3,29029,Open,,,,,,,,,,,,,,
4600,408,19-10-2019,2019,6,35214,Closed,,,,,,,,,,,,,,
4610,409,09-07-2021,2021,0,55799,Closed,,,,,,,,,,,,,,
4623,410,19-03-2023,2023,1,105558,Closed,,,,,,,,,,,,,,
4624,411,22-08-2024,2024,0,323340,Open,,,,,,,,,,,,,,
4656,412,16-06-2020,2020,1,18426,Closed,,,,,,,,,,,,,,
4659,413,01-10-2022,2022,3,280266,Closed,,,,,,,,,,,,,,
4664,414,08-01-2024,2024,1,409492,Closed,,,,,,,,,,,,,,
4684,415,13-12-2024,2024,1,217501,Closed,,,,,,,,,,,,,,
4728,416,25-12-2018,2018,6,143721,Open,,,,,,,,,,,,,,
4737,417,18-12-2023,2023,1,22947,Open,,,,,,,,,,,,,,
4752,418,16-11-2023,2023,1,77222,Closed,,,,,,,,,,,,,,
4758,419,05-03-2021,2021,4,134252,Open,,,,,,,,,,,,,,
4781,420,07-01-2023,2023,0,107572,Closed,,,,,,,,,,,,,,
4784,421,27-12-2021,2021,1,64631,Closed,,,,,,,,,,,,,,
4803,422,17-10-2022,2022,0,486866,Open,,,,,,,,,,,,,,
4804,423,26-09-2023,2023,0,9328,Open,,,,,,,,,,,,,,
4814,424,18-03-2021,2021,3,18861,Closed,,,,,,,,,,,,,,
4816,425,23-09-2021,2021,4,104947,Open,,,,,,,,,,,,,,
4820,426,03-04-2018,2018,0,76263,Closed,,,,,,,,,,,,,,
4841,427,27-02-2024,2024,1,77612,Closed,,,,,,,,,,,,,,
4855,428,12-10-2019,2019,6,7682,Closed,,,,,,,,,,,,,,
4872,429,18-08-2021,2021,2,13290,Closed,,,,,,,,,,,,,,
4900,430,29-01-2019,2019,2,88585,Closed,,,,,,,,,,,,,,
4934,431,19-03-2024,2024,0,333358,Open,,,,,,,,,,,,,,
4938,432,17-01-2022,2022,2,69407,Closed,,,,,,,,,,,,,,
4939,433,01-11-2019,2019,4,24387,Closed,,,,,,,,,,,,,,
4952,434,30-09-2023,2023,2,34245,Open,,,,,,,,,,,,,,
4958,435,15-10-2022,2022,0,51581,Open,,,,,,,,,,,,,,
4964,436,03-09-2018,2018,2,11276,Closed,,,,,,,,,,,,,,
4965,437,07-06-2024,2024,0,115230,Open,,,,,,,,,,,,,,
4991,438,23-06-2025,2025,0,632790,Closed,,,,,,,,,,,,,,
4992,439,18-07-2020,2020,2,94624,Closed,,,,,,,,,,,,,,
4998,440,22-12-2019,2019,6,32758,Closed,,,,,,,,,,,,,,
5003,441,08-09-2018,2018,6,39249,Closed,,,,,,,,,,,,,,
5009,442,15-03-2024,2024,0,28369,Open,,,,,,,,,,,,,,
5036,443,10-05-2020,2020,3,106806,Closed,,,,,,,,,,,,,,
5055,444,03-03-2024,2024,0,119197,Closed,,,,,,,,,,,,,,
5056,445,06-08-2020,2020,4,25496,Closed,,,,,,,,,,,,,,
5058,447,26-01-2020,2020,3,173701,Open,,,,,,,,,,,,,,
5058,446,07-08-2019,2019,3,278309,Closed,,,,,,,,,,,,,,
5086,448,21-03-2023,2023,0,40098,Closed,,,,,,,,,,,,,,
5103,449,13-06-2024,2024,1,70647,Open,,,,,,,,,,,,,,
5129,450,14-04-2022,2022,1,67092,Open,,,,,,,,,,,,,,
5149,451,02-12-2019,2019,0,6515,Closed,,,,,,,,,,,,,,
5156,452,24-11-2023,2023,2,337371,Closed,,,,,,,,,,,,,,
5186,453,30-03-2021,2021,0,32276,Closed,,,,,,,,,,,,,,
5194,454,22-06-2019,2019,5,108915,Closed,,,,,,,,,,,,,,
5205,455,16-06-2019,2019,6,377590,Closed,,,,,,,,,,,,,,
5238,456,05-04-2022,2022,2,28416,Closed,,,,,,,,,,,,,,
5240,457,30-06-2020,2020,5,44104,Open,,,,,,,,,,,,,,
5245,458,24-05-2020,2020,0,144160,Closed,,,,,,,,,,,,,,
5248,459,22-09-2020,2020,4,43403,Closed,,,,,,,,,,,,,,
5254,460,13-08-2021,2021,3,110535,Closed,,,,,,,,,,,,,,
5255,461,22-11-2021,2021,3,3614,Closed,,,,,,,,,,,,,,
5275,462,11-12-2024,2024,1,2000,Closed,,,,,,,,,,,,,,
5312,463,06-08-2021,2021,0,414648,Closed,,,,,,,,,,,,,,
5318,464,12-11-2024,2024,1,18164,Closed,,,,,,,,,,,,,,
5353,465,07-01-2023,2023,1,237781,Open,,,,,,,,,,,,,,
5354,466,14-01-2019,2019,5,342090,Closed,,,,,,,,,,,,,,
5369,467,30-03-2020,2020,1,15046,Closed,,,,,,,,,,,,,,
5384,468,12-03-2022,2022,0,28021,Open,,,,,,,,,,,,,,
5386,469,01-10-2021,2021,2,78269,Closed,,,,,,,,,,,,,,
5398,471,14-01-2024,2024,0,114079,Open,,,,,,,,,,,,,,
5398,470,25-11-2023,2023,0,61114,Open,,,,,,,,,,,,,,
5402,472,04-12-2022,2022,0,68201,Open,,,,,,,,,,,,,,
5403,473,24-03-2020,2020,2,370807,Closed,,,,,,,,,,,,,,
5434,474,21-06-2019,2019,1,125456,Closed,,,,,,,,,,,,,,
5455,475,05-05-2022,2022,3,121600,Closed,,,,,,,,,,,,,,
5457,476,23-11-2018,2018,5,231219,Open,,,,,,,,,,,,,,
5468,477,22-02-2024,2024,0,61965,Closed,,,,,,,,,,,,,,
5510,478,04-08-2020,2020,4,233242,Closed,,,,,,,,,,,,,,
5527,479,25-01-2022,2022,0,28776,Closed,,,,,,,,,,,,,,
5538,480,04-02-2022,2022,1,30623,Closed,,,,,,,,,,,,,,
5561,481,18-10-2023,2023,1,26316,Open,,,,,,,,,,,,,,
5561,482,24-08-2023,2023,0,40268,Open,,,,,,,,,,,,,,
5571,483,29-09-2020,2020,5,30421,Closed,,,,,,,,,,,,,,
5581,484,13-01-2020,2020,3,9921,Closed,,,,,,,,,,,,,,
5602,485,20-11-2018,2018,3,15724,Closed,,,,,,,,,,,,,,
5604,486,06-04-2021,2021,1,214820,Open,,,,,,,,,,,,,,
5616,487,02-06-2021,2021,0,52261,Open,,,,,,,,,,,,,,
5616,488,04-03-2021,2021,3,120771,Closed,,,,,,,,,,,,,,
5627,489,22-08-2022,2022,3,296282,Closed,,,,,,,,,,,,,,
5629,490,06-11-2019,2019,5,14251,Closed,,,,,,,,,,,,,,
5636,491,30-11-2020,2020,4,14535,Open,,,,,,,,,,,,,,
5641,492,09-09-2021,2021,1,24387,Closed,,,,,,,,,,,,,,
5645,493,26-01-2021,2021,4,154865,Open,,,,,,,,,,,,,,
5647,494,23-01-2023,2023,0,248432,Closed,,,,,,,,,,,,,,
5651,495,22-06-2024,2024,1,130354,Open,,,,,,,,,,,,,,
5653,496,24-01-2022,2022,2,55535,Open,,,,,,,,,,,,,,
5654,497,25-03-2023,2023,2,17885,Closed,,,,,,,,,,,,,,
5667,498,12-02-2022,2022,1,137803,Open,,,,,,,,,,,,,,
5681,499,29-07-2020,2020,0,105920,Closed,,,,,,,,,,,,,,
5703,500,26-03-2020,2020,4,195288,Closed,,,,,,,,,,,,,,
5706,501,01-03-2019,2019,2,35334,Closed,,,,,,,,,,,,,,
5727,502,10-08-2020,2020,3,123280,Closed,,,,,,,,,,,,,,
5740,503,06-05-2021,2021,4,69195,Closed,,,,,,,,,,,,,,
5780,504,07-08-2022,2022,2,157025,Closed,,,,,,,,,,,,,,
5801,505,14-05-2020,2020,2,318125,Closed,,,,,,,,,,,,,,
5807,506,12-10-2021,2021,0,564092,Closed,,,,,,,,,,,,,,
5812,507,04-06-2025,2025,0,29078,Open,,,,,,,,,,,,,,
5817,508,30-01-2020,2020,5,25579,Closed,,,,,,,,,,,,,,
5824,509,10-11-2024,2024,0,77366,Closed,,,,,,,,,,,,,,
5825,510,19-01-2020,2020,1,183517,Closed,,,,,,,,,,,,,,
5826,511,25-10-2022,2022,1,27989,Closed,,,,,,,,,,,,,,
5837,512,28-06-2019,2019,3,299678,Closed,,,,,,,,,,,,,,
5855,513,19-10-2023,2023,1,78090,Closed,,,,,,,,,,,,,,
5882,514,13-11-2019,2019,1,20093,Closed,,,,,,,,,,,,,,
5910,515,18-12-2019,2019,2,160821,Closed,,,,,,,,,,,,,,
5928,516,28-04-2020,2020,3,46221,Closed,,,,,,,,,,,,,,
5931,517,01-07-2019,2019,4,81551,Closed,,,,,,,,,,,,,,
5973,518,21-01-2022,2022,3,172144,Closed,,,,,,,,,,,,,,
5991,519,30-03-2021,2021,3,36629,Closed,,,,,,,,,,,,,,
6011,520,27-05-2024,2024,1,93288,Closed,,,,,,,,,,,,,,
6013,521,16-02-2021,2021,1,138332,Closed,,,,,,,,,,,,,,
6026,522,16-07-2023,2023,1,17809,Closed,,,,,,,,,,,,,,
6030,523,18-06-2020,2020,0,50633,Closed,,,,,,,,,,,,,,
6055,524,07-08-2022,2022,3,159566,Closed,,,,,,,,,,,,,,
6085,525,11-03-2023,2023,1,114891,Closed,,,,,,,,,,,,,,
6085,526,11-04-2023,2023,0,522483,Open,,,,,,,,,,,,,,
6093,527,08-11-2022,2022,0,18832,Closed,,,,,,,,,,,,,,
6097,528,29-06-2023,2023,2,74180,Closed,,,,,,,,,,,,,,
6101,529,23-01-2024,2024,0,379547,Open,,,,,,,,,,,,,,
6102,530,26-03-2021,2021,3,416360,Closed,,,,,,,,,,,,,,
6104,531,24-03-2021,2021,4,302451,Closed,,,,,,,,,,,,,,
6112,532,01-12-2019,2019,1,64703,Closed,,,,,,,,,,,,,,
6124,533,03-01-2019,2019,6,30406,Closed,,,,,,,,,,,,,,
6130,534,19-06-2022,2022,2,85701,Open,,,,,,,,,,,,,,
6178,535,05-02-2025,2025,0,35419,Closed,,,,,,,,,,,,,,
6179,536,30-11-2024,2024,1,187615,Open,,,,,,,,,,,,,,
6181,537,15-11-2023,2023,2,61278,Closed,,,,,,,,,,,,,,
6234,538,20-11-2019,2019,6,39309,Closed,,,,,,,,,,,,,,
6249,539,12-04-2022,2022,3,243011,Open,,,,,,,,,,,,,,
6277,540,28-07-2023,2023,1,40876,Closed,,,,,,,,,,,,,,
6286,541,20-06-2022,2022,1,80174,Open,,,,,,,,,,,,,,
6297,542,25-04-2024,2024,1,99211,Closed,,,,,,,,,,,,,,
6303,543,21-04-2025,2025,0,53049,Closed,,,,,,,,,,,,,,
6315,544,09-12-2020,2020,5,82786,Closed,,,,,,,,,,,,,,
6319,545,06-09-2018,2018,5,129899,Closed,,,,,,,,,,,,,,
6348,546,27-02-2019,2019,4,50202,Closed,,,,,,,,,,,,,,
6358,547,01-09-2020,2020,4,92964,Closed,,,,,,,,,,,,,,
6369,548,08-02-2019,2019,6,49590,Closed,,,,,,,,,,,,,,
6374,549,29-12-2018,2018,1,18340,Closed,,,,,,,,,,,,,,
6374,550,15-02-2018,2018,7,56678,Closed,,,,,,,,,,,,,,
6392,551,22-11-2019,2019,5,180488,Closed,,,,,,,,,,,,,,
6400,552,10-07-2019,2019,0,56438,Closed,,,,,,,,,,,,,,
6416,553,04-11-2019,2019,6,65511,Closed,,,,,,,,,,,,,,
6421,554,01-07-2022,2022,3,124335,Open,,,,,,,,,,,,,,
6423,555,11-04-2021,2021,4,187714,Closed,,,,,,,,,,,,,,
6436,556,14-04-2022,2022,0,68202,Open,,,,,,,,,,,,,,
6444,557,28-04-2022,2022,1,110045,Closed,,,,,,,,,,,,,,
6451,558,31-10-2021,2021,2,156641,Closed,,,,,,,,,,,,,,
6477,559,24-08-2021,2021,4,63947,Closed,,,,,,,,,,,,,,
6501,560,23-07-2024,2024,0,286974,Open,,,,,,,,,,,,,,
6504,561,01-06-2020,2020,4,29589,Closed,,,,,,,,,,,,,,
6509,562,13-11-2022,2022,0,22304,Open,,,,,,,,,,,,,,
6520,563,09-10-2024,2024,0,26384,Open,,,,,,,,,,,,,,
6553,564,19-02-2021,2021,2,24051,Open,,,,,,,,,,,,,,
6586,565,06-06-2024,2024,0,104307,Closed,,,,,,,,,,,,,,
6588,566,28-08-2019,2019,5,124115,Closed,,,,,,,,,,,,,,
6589,567,24-03-2021,2021,1,32003,Closed,,,,,,,,,,,,,,
6602,568,12-03-2019,2019,2,137342,Closed,,,,,,,,,,,,,,
6622,569,05-09-2021,2021,2,29633,Closed,,,,,,,,,,,,,,
6636,570,05-03-2019,2019,4,7933,Closed,,,,,,,,,,,,,,
6654,571,26-10-2020,2020,0,44153,Closed,,,,,,,,,,,,,,
6668,572,31-05-2021,2021,0,52862,Closed,,,,,,,,,,,,,,
6669,573,08-11-2020,2020,2,1627117,Open,,,,,,,,,,,,,,
6711,574,05-02-2022,2022,1,35866,Open,,,,,,,,,,,,,,
6718,575,02-01-2023,2023,0,81426,Closed,,,,,,,,,,,,,,
6730,576,20-09-2019,2019,4,431099,Closed,,,,,,,,,,,,,,
6734,577,08-12-2022,2022,2,564596,Closed,,,,,,,,,,,,,,
6759,578,22-09-2023,2023,0,23881,Closed,,,,,,,,,,,,,,
6770,579,17-05-2024,2024,1,40953,Open,,,,,,,,,,,,,,
6773,580,20-07-2021,2021,3,277337,Closed,,,,,,,,,,,,,,
6775,581,17-01-2022,2022,3,68066,Closed,,,,,,,,,,,,,,
6777,583,27-02-2024,2024,0,95002,Open,,,,,,,,,,,,,,
6777,582,16-12-2023,2023,2,242499,Closed,,,,,,,,,,,,,,
6787,584,16-03-2022,2022,3,478313,Closed,,,,,,,,,,,,,,
6790,585,18-11-2023,2023,1,111202,Open,,,,,,,,,,,,,,
6806,586,07-04-2022,2022,3,28041,Closed,,,,,,,,,,,,,,
6807,587,19-02-2023,2023,2,31292,Closed,,,,,,,,,,,,,,
6809,588,15-12-2023,2023,2,196552,Closed,,,,,,,,,,,,,,
6812,589,11-11-2020,2020,1,35013,Closed,,,,,,,,,,,,,,
6815,590,10-03-2020,2020,0,10529,Closed,,,,,,,,,,,,,,
6832,591,03-04-2023,2023,0,40408,Open,,,,,,,,,,,,,,
6838,592,10-10-2024,2024,1,31052,Closed,,,,,,,,,,,,,,
6848,593,05-01-2019,2019,5,173779,Closed,,,,,,,,,,,,,,
6877,594,26-01-2022,2022,1,82632,Closed,,,,,,,,,,,,,,
6878,595,07-05-2022,2022,1,38366,Open,,,,,,,,,,,,,,
6881,596,18-08-2024,2024,1,286952,Open,,,,,,,,,,,,,,
6894,597,03-12-2023,2023,0,385745,Closed,,,,,,,,,,,,,,
6898,598,09-07-2018,2018,6,21582,Closed,,,,,,,,,,,,,,
6926,599,06-07-2020,2020,0,300113,Closed,,,,,,,,,,,,,,
6936,600,11-01-2024,2024,1,130641,Closed,,,,,,,,,,,,,,
6950,601,06-05-2022,2022,1,8683,Open,,,,,,,,,,,,,,
6952,602,08-10-2024,2024,1,66115,Closed,,,,,,,,,,,,,,
6981,603,12-07-2020,2020,4,81503,Open,,,,,,,,,,,,,,
6985,604,20-07-2020,2020,4,42669,Closed,,,,,,,,,,,,,,
7008,605,16-04-2021,2021,1,165815,Closed,,,,,,,,,,,,,,
7019,607,29-06-2020,2020,0,32532,Closed,,,,,,,,,,,,,,
7019,606,31-12-2019,2019,5,183011,Closed,,,,,,,,,,,,,,
7020,608,19-07-2024,2024,1,8348,Open,,,,,,,,,,,,,,
7062,609,20-11-2022,2022,2,85934,Closed,,,,,,,,,,,,,,
7080,610,13-02-2021,2021,1,33022,Closed,,,,,,,,,,,,,,
7082,611,07-06-2020,2020,2,154025,Closed,,,,,,,,,,,,,,
7088,612,17-02-2025,2025,0,107994,Open,,,,,,,,,,,,,,
7098,613,07-10-2023,2023,1,86380,Closed,,,,,,,,,,,,,,
7104,614,14-09-2022,2022,1,29661,Closed,,,,,,,,,,,,,,
7109,615,11-11-2023,2023,2,152750,Open,,,,,,,,,,,,,,
7115,616,09-04-2018,2018,1,92212,Closed,,,,,,,,,,,,,,
7133,617,18-08-2020,2020,5,196273,Open,,,,,,,,,,,,,,
7148,618,09-06-2023,2023,2,124967,Open,,,,,,,,,,,,,,
7153,619,27-03-2020,2020,3,50924,Closed,,,,,,,,,,,,,,
7157,620,22-08-2024,2024,0,94735,Closed,,,,,,,,,,,,,,
7158,621,24-06-2020,2020,5,33640,Closed,,,,,,,,,,,,,,
7206,622,12-12-2020,2020,2,72483,Closed,,,,,,,,,,,,,,
7218,623,24-09-2022,2022,2,221639,Open,,,,,,,,,,,,,,
7220,624,01-08-2023,2023,2,70172,Closed,,,,,,,,,,,,,,
7226,625,13-07-2018,2018,1,304692,Closed,,,,,,,,,,,,,,
7273,626,19-04-2022,2022,3,95260,Closed,,,,,,,,,,,,,,
7305,627,22-05-2023,2023,0,50396,Closed,,,,,,,,,,,,,,
7309,628,16-03-2021,2021,2,110560,Closed,,,,,,,,,,,,,,
7311,629,15-02-2020,2020,4,36040,Closed,,,,,,,,,,,,,,
7339,630,22-04-2021,2021,0,210341,Open,,,,,,,,,,,,,,
7341,631,22-02-2021,2021,4,85188,Closed,,,,,,,,,,,,,,
7342,632,12-10-2020,2020,3,216419,Closed,,,,,,,,,,,,,,
7344,633,21-06-2020,2020,2,126398,Closed,,,,,,,,,,,,,,
7352,634,07-06-2020,2020,3,11454,Closed,,,,,,,,,,,,,,
7356,635,02-09-2020,2020,5,14385,Closed,,,,,,,,,,,,,,
7373,636,01-08-2022,2022,1,40945,Closed,,,,,,,,,,,,,,
7385,637,11-05-2019,2019,0,125729,Closed,,,,,,,,,,,,,,
7411,638,23-12-2018,2018,0,41991,Closed,,,,,,,,,,,,,,
7414,639,17-04-2019,2019,6,112238,Closed,,,,,,,,,,,,,,
7417,640,05-08-2023,2023,2,172656,Closed,,,,,,,,,,,,,,
7423,641,13-05-2021,2021,1,75222,Open,,,,,,,,,,,,,,
7441,642,24-07-2022,2022,1,106968,Open,,,,,,,,,,,,,,
7450,643,23-12-2024,2024,1,32793,Open,,,,,,,,,,,,,,
7450,644,25-08-2024,2024,1,20699,Closed,,,,,,,,,,,,,,
7454,645,20-03-2023,2023,1,62979,Open,,,,,,,,,,,,,,
7466,646,25-09-2022,2022,3,150109,Open,,,,,,,,,,,,,,
7474,647,31-05-2022,2022,0,65650,Closed,,,,,,,,,,,,,,
7475,648,14-04-2023,2023,2,36019,Open,,,,,,,,,,,,,,
7481,649,06-11-2020,2020,1,157579,Closed,,,,,,,,,,,,,,
7494,650,08-02-2020,2020,0,81683,Closed,,,,,,,,,,,,,,
7519,651,08-07-2023,2023,1,98908,Open,,,,,,,,,,,,,,
7533,652,31-12-2022,2022,2,31876,Open,,,,,,,,,,,,,,
7550,653,23-07-2018,2018,1,35270,Closed,,,,,,,,,,,,,,
7550,654,15-08-2018,2018,0,100251,Closed,,,,,,,,,,,,,,
7558,655,17-07-2018,2018,3,99283,Closed,,,,,,,,,,,,,,
7567,656,13-05-2019,2019,3,64350,Closed,,,,,,,,,,,,,,
7583,657,29-05-2021,2021,3,204220,Closed,,,,,,,,,,,,,,
7597,658,01-03-2019,2019,5,214877,Closed,,,,,,,,,,,,,,
7599,659,17-03-2024,2024,1,234821,Open,,,,,,,,,,,,,,
7606,660,06-04-2023,2023,2,245900,Open,,,,,,,,,,,,,,
7659,661,28-05-2021,2021,1,593630,Closed,,,,,,,,,,,,,,
7664,662,21-09-2019,2019,5,160260,Closed,,,,,,,,,,,,,,
7665,663,20-04-2024,2024,0,39631,Closed,,,,,,,,,,,,,,
7674,664,03-03-2022,2022,0,36295,Open,,,,,,,,,,,,,,
7681,665,29-04-2019,2019,1,89821,Closed,,,,,,,,,,,,,,
7693,666,17-03-2019,2019,2,30458,Closed,,,,,,,,,,,,,,
7717,667,29-06-2023,2023,1,14516,Open,,,,,,,,,,,,,,
7735,668,07-12-2024,2024,1,109908,Closed,,,,,,,,,,,,,,
7751,669,11-07-2020,2020,2,156237,Closed,,,,,,,,,,,,,,
7751,670,05-08-2020,2020,5,34175,Closed,,,,,,,,,,,,,,
7774,671,12-06-2018,2018,1,47298,Closed,,,,,,,,,,,,,,
7795,672,01-06-2021,2021,3,39373,Closed,,,,,,,,,,,,,,
7809,673,01-01-2020,2020,5,70612,Closed,,,,,,,,,,,,,,
7810,674,21-12-2018,2018,5,66356,Closed,,,,,,,,,,,,,,
7857,675,24-10-2019,2019,6,261109,Closed,,,,,,,,,,,,,,
7877,676,13-12-2021,2021,0,60814,Closed,,,,,,,,,,,,,,
7893,677,24-08-2021,2021,2,236268,Open,,,,,,,,,,,,,,
7923,678,09-02-2023,2023,2,25604,Open,,,,,,,,,,,,,,
7926,679,17-09-2024,2024,1,111218,Open,,,,,,,,,,,,,,
7954,680,16-07-2019,2019,5,27610,Closed,,,,,,,,,,,,,,
7970,681,21-01-2019,2019,3,18527,Closed,,,,,,,,,,,,,,
7981,682,05-11-2021,2021,0,157051,Closed,,,,,,,,,,,,,,
7988,683,08-01-2023,2023,1,38775,Closed,,,,,,,,,,,,,,
8013,684,12-06-2022,2022,0,48360,Closed,,,,,,,,,,,,,,
8027,685,29-10-2024,2024,1,49067,Open,,,,,,,,,,,,,,
8033,686,05-07-2024,2024,1,99988,Open,,,,,,,,,,,,,,
8059,687,10-01-2023,2023,1,37093,Open,,,,,,,,,,,,,,
8095,688,01-10-2021,2021,0,442938,Closed,,,,,,,,,,,,,,
8131,689,06-11-2020,2020,1,42453,Closed,,,,,,,,,,,,,,
8132,690,02-08-2021,2021,0,31118,Closed,,,,,,,,,,,,,,
8132,691,20-06-2021,2021,3,44229,Closed,,,,,,,,,,,,,,
8163,692,11-07-2023,2023,1,22241,Closed,,,,,,,,,,,,,,
8167,693,09-02-2024,2024,0,58850,Open,,,,,,,,,,,,,,
8174,694,05-02-2025,2025,0,248585,Open,,,,,,,,,,,,,,
8183,695,11-01-2025,2025,0,1008594,Closed,,,,,,,,,,,,,,
8186,696,01-12-2018,2018,7,125914,Closed,,,,,,,,,,,,,,
8206,697,29-09-2019,2019,2,46092,Closed,,,,,,,,,,,,,,
8219,698,04-08-2023,2023,1,151158,Closed,,,,,,,,,,,,,,
8223,699,02-06-2023,2023,1,246031,Closed,,,,,,,,,,,,,,
8226,700,23-04-2023,2023,1,31048,Closed,,,,,,,,,,,,,,
8241,701,29-04-2025,2025,0,69141,Closed,,,,,,,,,,,,,,
8245,702,06-10-2019,2019,3,230209,Closed,,,,,,,,,,,,,,
8250,703,18-12-2021,2021,4,131283,Closed,,,,,,,,,,,,,,
8258,704,02-09-2019,2019,5,184808,Closed,,,,,,,,,,,,,,
8280,705,24-05-2022,2022,2,111216,Open,,,,,,,,,,,,,,
8283,706,23-02-2023,2023,2,96775,Closed,,,,,,,,,,,,,,
8300,707,03-07-2019,2019,3,18630,Closed,,,,,,,,,,,,,,
8328,708,12-06-2020,2020,2,114668,Closed,,,,,,,,,,,,,,
8368,709,09-10-2023,2023,0,447564,Open,,,,,,,,,,,,,,
8371,710,23-07-2024,2024,0,65726,Open,,,,,,,,,,,,,,
8385,711,05-02-2024,2024,0,5668,Open,,,,,,,,,,,,,,
8388,712,27-02-2024,2024,1,76706,Closed,,,,,,,,,,,,,,
8390,713,13-08-2021,2021,3,204121,Closed,,,,,,,,,,,,,,
8393,714,01-02-2020,2020,3,50385,Closed,,,,,,,,,,,,,,
8397,715,18-07-2020,2020,2,73964,Closed,,,,,,,,,,,,,,
8404,716,19-09-2025,2025,0,62628,Open,,,,,,,,,,,,,,
8419,717,21-04-2018,2018,0,136845,Closed,,,,,,,,,,,,,,
8424,718,05-12-2019,2019,2,281712,Closed,,,,,,,,,,,,,,
8434,719,23-05-2024,2024,1,46388,Open,,,,,,,,,,,,,,
8452,720,24-08-2018,2018,5,190767,Closed,,,,,,,,,,,,,,
8464,721,28-09-2018,2018,0,22742,Closed,,,,,,,,,,,,,,
8479,722,06-12-2024,2024,1,228707,Open,,,,,,,,,,,,,,
8539,723,02-02-2019,2019,0,82441,Closed,,,,,,,,,,,,,,
8550,724,12-09-2019,2019,6,63105,Closed,,,,,,,,,,,,,,
8554,725,01-03-2020,2020,0,28383,Open,,,,,,,,,,,,,,
8556,726,23-03-2025,2025,0,103834,Closed,,,,,,,,,,,,,,
8570,727,16-12-2024,2024,0,37717,Closed,,,,,,,,,,,,,,
8584,728,31-05-2020,2020,4,53334,Open,,,,,,,,,,,,,,
8601,729,14-07-2023,2023,0,53013,Open,,,,,,,,,,,,,,
8601,730,07-06-2023,2023,2,55195,Closed,,,,,,,,,,,,,,
8603,731,18-02-2019,2019,3,62118,Closed,,,,,,,,,,,,,,
8608,732,27-03-2025,2025,0,29683,Open,,,,,,,,,,,,,,
8618,733,06-07-2021,2021,2,53989,Open,,,,,,,,,,,,,,
8636,734,11-06-2020,2020,2,70924,Closed,,,,,,,,,,,,,,
8653,735,22-11-2020,2020,0,523520,Open,,,,,,,,,,,,,,
8654,736,02-08-2018,2018,3,41859,Closed,,,,,,,,,,,,,,
8686,737,18-08-2021,2021,3,22050,Open,,,,,,,,,,,,,,
8704,738,26-10-2019,2019,6,275631,Closed,,,,,,,,,,,,,,
8714,739,17-03-2023,2023,1,19202,Open,,,,,,,,,,,,,,
8715,740,18-08-2021,2021,2,611190,Open,,,,,,,,,,,,,,
