accident_year,development_year,paid_amount,case_reserve
2025,0.0,559,62146
2025,0.0,2879,59267
2025,0.0,41259,18008
2020,4.0,19500,0
2023,2.0,154244,0
2022,3.0,15635,51036
2022,3.0,4819,46217
2022,3.0,21277,24940
2022,3.0,13822,11118
2021,2.0,111386,237696
2020,2.0,7975,115115
2020,2.0,36668,78447
2020,2.0,64198,14249
2020,2.0,14249,0
2018,3.0,90840,91095
2018,3.0,91095,0
2022,1.0,28150,135283
2022,1.0,30539,104744
2022,1.0,4989,99755
2023,2.0,51407,412700
2023,2.0,75692,337008
2023,2.0,52519,284489
2023,2.0,11179,273310
2023,2.0,11194,262116
2023,2.0,27282,234834
2025,0.0,1858,34557
2025,0.0,7846,26711
2025,0.0,18170,8541
2025,0.0,2313,6228
2025,0.0,6228,0
2020,0.0,33652,0
2022,1.0,40930,18601
2022,1.0,18601,0
2021,3.0,3843,43695
2021,3.0,27555,16140
2021,3.0,4995,11145
2021,3.0,11145,0
2023,2.0,8771,137308
2023,2.0,89807,47501
2023,2.0,5224,42277
2023,2.0,26357,15920
2023,2.0,15920,0
2018,1.0,18525,31938
2018,1.0,2402,29536
2018,1.0,6176,23360
2018,1.0,10783,12577
2018,1.0,12577,0
2024,1.0,71400,219460
2024,1.0,51992,167468
2021,4.0,68699,0
2018,1.0,122817,0
2023,2.0,21148,31759
2023,2.0,9918,21841
2023,2.0,6365,15476
2023,2.0,15476,0
2019,3.0,42585,64654
2019,3.0,64654,0
2022,2.0,438,19007
2022,2.0,410,18597
2022,2.0,3150,15447
2022,2.0,5848,9599
2022,2.0,1993,7606
2022,2.0,7606,0
2019,0.0,159514,79668
2019,0.0,37401,42267
2019,0.0,16712,25555
2019,0.0,25555,0
2021,3.0,9001,57156
2021,3.0,15974,41182
2021,3.0,27201,13981
2021,3.0,7095,6886
2021,3.0,6886,0
2024,0.0,78395,33100
2018,4.0,42335,0
2018,2.0,26508,83039
2018,2.0,23511,59528
2018,2.0,35744,23784
2018,2.0,23784,0
2020,5.0,4420,70904
2020,5.0,1958,68946
2020,5.0,60548,8398
2020,5.0,5599,2799
2020,5.0,2799,0
2024,0.0,14381,71817
2024,0.0,9572,62245
2023,1.0,18964,34335
2023,1.0,3985,30350
2023,1.0,8471,21879
2023,1.0,3515,18364
2023,1.0,4035,14329
2023,1.0,8197,6132
2025,0.0,3565,71107
2025,0.0,12423,58684
2025,0.0,7287,51397
2025,0.0,2080,49317
2025,0.0,12309,70054
2025,0.0,4346,65708
2025,0.0,17628,48080
2025,0.0,19750,28330
2025,0.0,18534,9796
2025,0.0,9796,0
2018,6.0,66020,12433
2018,6.0,4050,8383
2018,6.0,4631,3752
2018,6.0,3752,0
2023,1.0,6867,19255
2023,1.0,2585,16670
2023,1.0,7632,9038
2023,1.0,6701,2337
2023,1.0,2337,0
2020,5.0,28526,37442
2020,5.0,12059,25383
2020,5.0,25383,0
2021,0.0,279248,0
2022,3.0,13666,45495
2022,3.0,6818,38677
2022,3.0,1751,36926
2022,3.0,21923,15003
2022,3.0,9125,5878
2022,3.0,5878,0
2020,3.0,2493,26879
2020,3.0,489,26390
2020,3.0,1027,25363
2020,3.0,137,25226
2020,3.0,1686,23540
2020,3.0,2672,20868
2024,1.0,81111,306912
2024,1.0,151251,155661
2024,1.0,19505,136156
2024,1.0,44280,91876
2024,1.0,3819,88057
2024,1.0,88057,0
2020,4.0,67794,46170
2020,4.0,46170,0
2020,0.0,28484,31245
2020,0.0,23646,7599
2020,0.0,7599,0
2022,1.0,5443,46661
2022,1.0,12846,33815
2022,1.0,19715,14100
2022,1.0,8577,5523
2022,1.0,5523,0
2022,3.0,152318,52357
2024,1.0,992,14831
2024,1.0,322,14509
2024,1.0,1330,13179
2024,1.0,985,12194
2019,6.0,45709,44021
2019,6.0,5844,38177
2019,6.0,38177,0
2022,3.0,36767,53925
2022,3.0,11641,42284
2024,1.0,31454,46076
2021,2.0,37,73411
2021,2.0,12823,60588
2021,2.0,19617,40971
2021,2.0,28779,12192
2021,4.0,5657,45189
2021,4.0,29621,15568
2021,4.0,7362,8206
2021,4.0,2466,5740
2021,4.0,5740,0
2024,1.0,2673,2883
2019,0.0,232,10346
2019,0.0,1010,9336
2019,0.0,3475,5861
2019,0.0,843,5018
2019,0.0,1160,3858
2019,0.0,3858,0
2019,2.0,54064,156533
2019,2.0,36996,119537
2019,2.0,19321,100216
2019,2.0,93099,7117
2019,2.0,7117,0
2020,5.0,4722,7720
2020,5.0,1107,6613
2020,5.0,50,6563
2020,5.0,6563,0
2022,1.0,5694,80143
2022,1.0,45040,35103
2022,1.0,35103,0
2019,0.0,296585,0
2025,0.0,12539,57644
2025,0.0,9754,47890
2025,0.0,6596,41294
2025,0.0,2129,39165
2025,0.0,116721,0
2019,0.0,50594,0
2021,2.0,2685,6449
2021,2.0,6449,0
2025,0.0,236478,0
2022,1.0,125565,57292
2022,1.0,57292,0
2020,3.0,52270,17746
2020,3.0,17746,0
2020,5.0,4402,15476
2020,5.0,2390,13086
2020,5.0,4772,8314
2020,5.0,8314,0
2022,0.0,9921,22720
2024,1.0,7526,55349
2024,1.0,39074,16275
2023,2.0,80399,424766
2023,2.0,85403,339363
2023,2.0,162242,177121
2023,2.0,177121,0
2019,1.0,298015,998795
2019,1.0,386200,612595
2019,1.0,12828,599767
2019,1.0,206977,392790
2019,1.0,165898,226892
2019,1.0,17730,209162
2025,0.0,44757,17904
2025,0.0,90248,31207
2020,3.0,12017,21474
2020,3.0,19867,1607
2020,3.0,1607,0
2025,0.0,199,72349
2025,0.0,3558,68791
2025,0.0,5649,63142
2025,0.0,4418,58724
2025,0.0,425,58299
2025,0.0,1677,56622
2025,0.0,23223,33445
2025,0.0,22673,10772
2025,0.0,10772,0
2019,3.0,15565,269896
2019,3.0,37148,232748
2019,3.0,38397,194351
2019,3.0,76764,117587
2019,3.0,85008,32579
2019,3.0,32579,0
2024,0.0,14911,53147
2021,4.0,31242,15140
2021,4.0,8399,6741
2023,1.0,16581,134405
2023,1.0,4121,130284
2023,1.0,24099,106185
2023,1.0,135204,133858
2023,1.0,18094,115764
2023,1.0,25349,90415
2023,1.0,90415,0
2022,3.0,22882,75387
2022,3.0,14873,60514
2022,3.0,7700,52814
2022,3.0,24750,28064
2022,3.0,28064,0
2023,2.0,163548,0
2025,0.0,5991,21797
2025,0.0,16490,5307
2025,0.0,5307,0
2022,3.0,563,47853
2022,3.0,4832,43021
2022,3.0,2722,40299
2022,3.0,2144,38155
2022,3.0,4635,33520
2021,3.0,34181,49432
2021,3.0,966,48466
2021,3.0,22140,26326
2021,3.0,12232,14094
2023,1.0,165206,0
2020,3.0,20251,57118
2020,3.0,24798,32320
2020,3.0,32320,0
2021,3.0,859,49005
2021,3.0,15354,33651
2021,3.0,16376,17275
2021,3.0,8235,9040
2021,3.0,2159,6881
2021,3.0,6881,0
2021,4.0,39463,0
2020,3.0,19078,9951
2020,3.0,4225,5726
2019,6.0,35214,0
2021,0.0,9964,45835
2021,0.0,23511,22324
2021,0.0,21794,530
2021,0.0,530,0
2023,1.0,5799,99759
2023,1.0,723,99036
2023,1.0,50459,48577
2023,1.0,22129,26448
2023,1.0,23433,3015
2023,1.0,3015,0
2024,0.0,84060,239280
2024,0.0,42413,196867
2020,1.0,17382,1044
2020,1.0,1044,0
2022,3.0,69113,211153
2022,3.0,38983,172170
2022,3.0,17963,154207
2022,3.0,39907,114300
2022,3.0,15743,98557
2022,3.0,98557,0
2024,1.0,409492,0
2024,1.0,137550,79951
2024,1.0,79951,0
2018,6.0,12490,131231
2018,6.0,3094,128137
2018,6.0,15198,112939
2018,6.0,710,112229
2018,6.0,6816,105413
2023,1.0,356,22591
2023,1.0,2546,20045
2023,1.0,495,19550
2023,1.0,79,19471
2023,1.0,439,19032
2023,1.0,2244,16788
2023,1.0,67316,9906
2023,1.0,9906,0
2021,4.0,43988,90264
2021,4.0,25638,64626
2021,4.0,8130,56496
2023,0.0,25847,81725
2023,0.0,81725,0
2021,1.0,3667,60964
2021,1.0,16788,44176
2021,1.0,7603,36573
2021,1.0,18002,18571
2021,1.0,4566,14005
2021,1.0,14005,0
2022,0.0,122110,364756
2022,0.0,191029,173727
2022,0.0,9008,164719
2022,0.0,79005,85714
2022,0.0,6115,79599
2023,0.0,7586,1742
2021,3.0,7071,11790
2021,3.0,5095,6695
2021,3.0,6695,0
2021,4.0,29730,75217
2021,4.0,44496,30721
2021,4.0,4786,25935
2018,0.0,6855,69408
2018,0.0,15442,53966
2018,0.0,42343,11623
2018,0.0,4388,7235
2018,0.0,7235,0
2024,1.0,7302,70310
2024,1.0,45251,25059
2024,1.0,25059,0
2019,6.0,2007,5675
2019,6.0,4976,699
2019,6.0,656,43
2019,6.0,43,0
2021,2.0,4030,9260
2021,2.0,9260,0
2019,2.0,6652,81933
2019,2.0,17649,64284
2019,2.0,25172,39112
2019,2.0,16035,23077
2019,2.0,23077,0
2024,0.0,58152,275206
2024,0.0,59618,215588
2024,0.0,120831,94757
2022,2.0,35656,33751
2022,2.0,26759,6992
2022,2.0,6992,0
2019,4.0,24387,0
2023,2.0,22346,11899
2023,2.0,4746,7153
2022,0.0,19003,32578
2018,2.0,3128,8148
2018,2.0,2807,5341
2018,2.0,2954,2387
2018,2.0,1500,887
2018,2.0,610,277
2018,2.0,277,0
2024,0.0,28809,86421
2024,0.0,29229,57192
2024,0.0,35685,21507
2024,0.0,2044,19463
2024,0.0,6767,12696
2025,0.0,632790,0
2020,2.0,28270,66354
2020,2.0,45178,21176
2020,2.0,918,20258
2020,2.0,20258,0
2019,6.0,5344,27414
2019,6.0,6091,21323
2019,6.0,8231,13092
2019,6.0,5941,7151
2019,6.0,7151,0
2018,6.0,1149,38100
2018,6.0,2364,35736
2018,6.0,3559,32177
2018,6.0,32177,0
2024,0.0,5564,22805
2024,0.0,6955,15850
2020,3.0,31277,75529
2020,3.0,22435,53094
2020,3.0,12698,40396
2020,3.0,8475,31921
2020,3.0,10104,21817
2020,3.0,21817,0
2024,0.0,119197,0
2020,4.0,2853,22643
2020,4.0,1207,21436
2020,4.0,175,21261
2020,4.0,10229,11032
2020,4.0,11032,0
2020,3.0,35164,138537
2020,3.0,13912,124625
2020,3.0,75227,49398
2019,3.0,53300,225009
2019,3.0,58875,166134
2019,3.0,110936,55198
2019,3.0,55198,0
2023,0.0,4558,35540
2023,0.0,4855,30685
2023,0.0,20031,10654
2023,0.0,10654,0
2024,1.0,3662,66985
2024,1.0,5938,61047
2024,1.0,11958,49089
2024,1.0,4824,44265
2024,1.0,19517,24748
2024,1.0,13567,11181
2022,1.0,24300,42792
2022,1.0,28601,14191
2022,1.0,4531,9660
2019,0.0,187,6328
2019,0.0,1383,4945
2019,0.0,58,4887
2019,0.0,4887,0
2023,2.0,337371,0
2021,0.0,32276,0
2019,5.0,12649,96266
2019,5.0,24506,71760
2019,5.0,71760,0
2019,6.0,377590,0
2022,2.0,2720,25696
2022,2.0,205,25491
2022,2.0,8309,17182
2022,2.0,17182,0
2020,5.0,17022,27082
2020,5.0,3926,23156
2020,0.0,88336,55824
2020,0.0,55824,0
2020,4.0,3179,40224
2020,4.0,17226,22998
2020,4.0,8300,14698
2020,4.0,14698,0
2021,3.0,14322,96213
2021,3.0,27854,68359
2021,3.0,20890,47469
2021,3.0,35878,11591
2021,3.0,11591,0
2021,3.0,2831,783
2021,3.0,783,0
2024,1.0,246,1754
2024,1.0,17,1737
2024,1.0,659,1078
2024,1.0,30,1048
2024,1.0,1048,0
2021,0.0,184211,230437
2021,0.0,25966,204471
2021,0.0,54217,150254
2021,0.0,7167,143087
2021,0.0,13326,129761
2021,0.0,129761,0
2024,1.0,18164,0
2023,1.0,129509,108272
2019,5.0,187592,154498
2019,5.0,53370,101128
2019,5.0,36070,65058
2019,5.0,45827,19231
2019,5.0,19231,0
2020,1.0,6285,8761
2020,1.0,8761,0
2022,0.0,735,27286
2022,0.0,215,27071
2022,0.0,1470,25601
2022,0.0,3694,21907
2021,2.0,3310,74959
2021,2.0,2940,72019
2021,2.0,72019,0
2024,0.0,5868,108211
2024,0.0,10302,97909
2024,0.0,6941,90968
2024,0.0,4962,86006
2024,0.0,7722,78284
2024,0.0,18930,59354
2023,0.0,4877,56237
2023,0.0,626,55611
2023,0.0,10488,45123
2023,0.0,162,44961
2022,0.0,11189,57012
2022,0.0,12588,44424
2022,0.0,1255,43169
2022,0.0,12936,30233
2020,2.0,370807,0
2019,1.0,125456,0
2022,3.0,88679,32921
2022,3.0,32921,0
2018,5.0,23342,207877
2018,5.0,4826,203051
2018,5.0,64253,138798
2018,5.0,8768,130030
2018,5.0,30385,99645
2024,0.0,1071,60894
2024,0.0,57237,3657
2024,0.0,3657,0
2020,4.0,71175,162067
2020,4.0,2053,160014
2020,4.0,18370,141644
2020,4.0,55748,85896
2020,4.0,68224,17672
2020,4.0,17672,0
2022,0.0,4632,24144
2022,0.0,10582,13562
2022,0.0,12331,1231
2022,0.0,1231,0
2022,1.0,30623,0
2023,1.0,183,26133
2023,1.0,6350,19783
2023,1.0,401,19382
2023,1.0,1245,18137
2023,1.0,7492,10645
2023,0.0,5849,34419
2023,0.0,3505,30914
2020,5.0,19740,10681
2020,5.0,10681,0
2020,3.0,9823,98
2020,3.0,98,0
2018,3.0,11304,4420
2018,3.0,1880,2540
2018,3.0,244,2296
2018,3.0,804,1492
2018,3.0,1492,0
2021,1.0,16108,198712
2021,1.0,22572,176140
2021,1.0,24557,151583
2021,1.0,71079,80504
2021,1.0,19637,60867
2021,0.0,28521,23740
2021,0.0,14424,9316
2021,3.0,8253,112518
2021,3.0,29585,82933
2021,3.0,8200,74733
2021,3.0,16982,57751
2021,3.0,40201,17550
2021,3.0,17550,0
2022,3.0,13835,282447
2022,3.0,50252,232195
2022,3.0,77375,154820
2022,3.0,38222,116598
2022,3.0,86496,30102
2022,3.0,30102,0
2019,5.0,1824,12427
2019,5.0,2001,10426
2019,5.0,2214,8212
2019,5.0,8212,0
2020,4.0,2922,11613
2020,4.0,1555,10058
2020,4.0,914,9144
2020,4.0,1508,7636
2020,4.0,2627,5009
2020,4.0,1408,3601
2021,1.0,24387,0
2021,4.0,45490,109375
2023,0.0,248432,0
2024,1.0,3905,126449
2024,1.0,18422,108027
2024,1.0,4381,103646
2024,1.0,3349,100297
2024,1.0,12601,87696
2024,1.0,630,87066
2022,2.0,1038,54497
2022,2.0,900,53597
2022,2.0,5123,48474
2022,2.0,5083,43391
2022,2.0,987,42404
2023,2.0,11906,5979
2023,2.0,3769,2210
2023,2.0,1040,1170
2023,2.0,1170,0
2022,1.0,9150,128653
2022,1.0,22365,106288
2020,0.0,32728,73192
2020,0.0,17530,55662
2020,0.0,17315,38347
2020,0.0,38347,0
2020,4.0,110860,84428
2020,4.0,63421,21007
2020,4.0,4780,16227
2020,4.0,16227,0
2019,2.0,3098,32236
2019,2.0,9953,22283
2019,2.0,7250,15033
2019,2.0,8086,6947
2019,2.0,1708,5239
2019,2.0,5239,0
2020,3.0,28044,95236
2020,3.0,44874,50362
2020,3.0,50362,0
2021,4.0,14868,54327
2021,4.0,14109,40218
2021,4.0,8810,31408
2021,4.0,19280,12128
2021,4.0,7466,4662
2021,4.0,4662,0
2022,2.0,133111,23914
2022,2.0,23914,0
2020,2.0,76296,241829
2020,2.0,62428,179401
2020,2.0,149437,29964
2020,2.0,29964,0
2021,0.0,280359,283733
2021,0.0,12059,271674
2021,0.0,70040,201634
2021,0.0,112711,88923
2021,0.0,28005,60918
2021,0.0,60918,0
2025,0.0,1547,27531
2025,0.0,811,26720
2025,0.0,6052,20668
2025,0.0,219,20449
2025,0.0,5936,14513
2025,0.0,1505,13008
2020,5.0,6124,19455
2020,5.0,4951,14504
2020,5.0,7701,6803
2020,5.0,2879,3924
2020,5.0,1967,1957
2020,5.0,1957,0
2024,0.0,40346,37020
2024,0.0,12388,24632
2024,0.0,24632,0
2020,1.0,59866,123651
2020,1.0,15320,108331
2020,1.0,38748,69583
2020,1.0,69583,0
2022,1.0,14967,13022
2022,1.0,3759,9263
2022,1.0,4631,4632
2022,1.0,2296,2336
2022,1.0,2336,0
2019,3.0,18281,281397
2019,3.0,52297,229100
2019,3.0,58387,170713
2019,3.0,68863,101850
2019,3.0,22466,79384
2019,3.0,79384,0
2023,1.0,24695,53395
2023,1.0,15450,37945
2023,1.0,10740,27205
2023,1.0,12869,14336
2023,1.0,10464,3872
2023,1.0,3872,0
2019,1.0,5101,14992
2019,1.0,3114,11878
2019,1.0,401,11477
2019,1.0,520,10957
2019,1.0,10957,0
2019,2.0,68418,92403
2019,2.0,92403,0
2020,3.0,13809,32412
2020,3.0,13131,19281
2020,3.0,440,18841
2020,3.0,1587,17254
2020,3.0,17254,0
2019,4.0,81551,0
2022,3.0,116174,55970
2022,3.0,12194,43776
2022,3.0,43776,0
2021,3.0,36629,0
2024,1.0,26924,66364
2024,1.0,66364,0
2021,1.0,20484,117848
2021,1.0,54170,63678
2021,1.0,2653,61025
2021,1.0,39733,21292
2021,1.0,21292,0
2023,1.0,17809,0
2020,0.0,7984,42649
2020,0.0,3506,39143
2020,0.0,6240,32903
2020,0.0,10721,22182
2020,0.0,14411,7771
2020,0.0,7771,0
2022,3.0,103902,55664
2022,3.0,55664,0
2023,1.0,10850,104041
2023,1.0,39987,64054
2023,1.0,36168,27886
2023,1.0,6664,21222
2023,1.0,19797,1425
2023,1.0,1425,0
2023,0.0,14392,508091
2023,0.0,44652,463439
2023,0.0,73565,389874
2022,0.0,7403,11429
2022,0.0,3956,7473
2022,0.0,7473,0
2024,0.0,92071,287476
2024,0.0,31434,256042
2024,0.0,3767,252275
2024,0.0,35473,216802
2021,3.0,41443,374917
2021,3.0,220195,154722
2021,3.0,154722,0
2021,4.0,244938,57513
2021,4.0,57513,0
2019,1.0,27790,36913
2019,1.0,7415,29498
2019,1.0,12383,17115
2019,1.0,10832,6283
2019,1.0,6283,0
2019,6.0,10378,20028
2019,6.0,5314,14714
2019,6.0,14714,0
2022,2.0,6454,79247
2022,2.0,35454,43793
2025,0.0,35419,0
2024,1.0,23593,164022
2024,1.0,23574,140448
2024,1.0,20114,120334
2024,1.0,15899,104435
2024,1.0,1091,103344
2024,1.0,8088,95256
2023,2.0,20143,41135
2023,2.0,18010,23125
2023,2.0,17198,5927
2023,2.0,5927,0
2019,6.0,39309,0
2022,3.0,115088,127923
2022,3.0,24020,103903
2023,1.0,40876,0
2022,1.0,22359,57815
2022,1.0,30457,27358
2022,1.0,16946,10412
2024,1.0,5628,93583
2024,1.0,20596,72987
2024,1.0,20032,52955
2024,1.0,21665,31290
2024,1.0,31290,0
2025,0.0,23793,29256
2025,0.0,4242,25014
2025,0.0,25014,0
2020,5.0,82786,0
2019,4.0,14084,36118
2019,4.0,30556,5562
2019,4.0,5562,0
2020,4.0,6701,86263
2020,4.0,22254,64009
2020,4.0,3418,60591
2020,4.0,44312,16279
2020,4.0,13674,2605
2020,4.0,2605,0
2019,6.0,16355,33235
2019,6.0,15983,17252
2019,6.0,3387,13865
2019,6.0,5138,8727
2019,6.0,6781,1946
2019,6.0,1946,0
2018,1.0,1425,16915
2018,1.0,5244,11671
2018,1.0,697,10974
2018,1.0,1671,9303
2018,1.0,5232,4071
2018,1.0,4071,0
2018,7.0,38506,18172
2018,7.0,18172,0
2019,5.0,180488,0
2019,0.0,24582,31856
2019,0.0,7954,23902
2019,0.0,3976,19926
2019,0.0,4945,14981
2019,0.0,12772,2209
2019,0.0,2209,0
2019,6.0,9501,56010
2019,6.0,4875,51135
2019,6.0,6894,44241
2019,6.0,17619,26622
2019,6.0,16321,10301
2019,6.0,10301,0
2022,3.0,15044,109291
2022,3.0,3025,106266
2022,3.0,12957,93309
2022,3.0,17353,75956
2022,3.0,3846,72110
2021,4.0,7313,180401
2021,4.0,23810,156591
2021,4.0,65880,90711
2021,4.0,37694,53017
2021,4.0,53017,0
2022,0.0,10342,57860
2022,0.0,4720,53140
2022,0.0,4227,48913
2022,0.0,237,48676
2022,0.0,1546,47130
2022,0.0,731,46399
2022,1.0,38982,71063
2022,1.0,46278,24785
2022,1.0,9678,15107
2022,1.0,15107,0
2021,2.0,156641,0
2021,4.0,2855,61092
2021,4.0,35126,25966
2021,4.0,14189,11777
2021,4.0,11777,0
2024,0.0,100561,186413
2024,0.0,89981,96432
2024,0.0,6508,89924
2024,0.0,25121,64803
2024,0.0,14541,50262
2024,0.0,19066,31196
2020,4.0,2502,27087
2020,4.0,2765,24322
2020,4.0,2661,21661
2020,4.0,11193,10468
2020,4.0,1282,9186
2020,4.0,9186,0
2022,0.0,1795,20509
2022,0.0,1838,18671
2022,0.0,2928,15743
2024,0.0,6902,19482
2024,0.0,2688,16794
2021,2.0,6148,17903
2021,2.0,3039,14864
2021,2.0,2647,12217
2024,0.0,29757,74550
2024,0.0,20841,53709
2024,0.0,12287,41422
2024,0.0,24964,16458
2024,0.0,16458,0
2019,5.0,39920,84195
2019,5.0,61560,22635
2019,5.0,22635,0
2021,1.0,16191,15812
2021,1.0,15812,0
2019,2.0,92781,44561
2019,2.0,39953,4608
2019,2.0,4608,0
2021,2.0,10902,18731
2021,2.0,1812,16919
2021,2.0,410,16509
2021,2.0,8800,7709
2021,2.0,7709,0
2019,4.0,731,7202
2019,4.0,1710,5492
2019,4.0,1346,4146
2019,4.0,1092,3054
2019,4.0,502,2552
2019,4.0,2552,0
2020,0.0,44153,0
2021,0.0,1415,51447
2021,0.0,29033,22414
2021,0.0,1072,21342
2021,0.0,10276,11066
2021,0.0,11066,0
2020,2.0,87922,1539195
2020,2.0,751725,787470
2020,2.0,277100,510370
2022,1.0,1300,34566
2022,1.0,504,34062
2022,1.0,3967,30095
2022,1.0,4940,25155
2023,0.0,10151,71275
2023,0.0,4688,66587
2023,0.0,5798,60789
2023,0.0,38123,22666
2023,0.0,18680,3986
2023,0.0,3986,0
2019,4.0,128981,302118
2019,4.0,60845,241273
2019,4.0,73302,167971
2019,4.0,100762,67209
2019,4.0,67209,0
2022,2.0,120587,444009
2022,2.0,66550,377459
2022,2.0,377459,0
2023,0.0,4245,19636
2023,0.0,3946,15690
2023,0.0,6289,9401
2023,0.0,4596,4805
2023,0.0,2101,2704
2023,0.0,2704,0
2024,1.0,8008,32945
2024,1.0,408,32537
2024,1.0,5549,26988
2024,1.0,6318,20670
2024,1.0,2331,18339
2024,1.0,4581,13758
2021,3.0,124887,152450
2021,3.0,152450,0
2022,3.0,20953,47113
2022,3.0,3764,43349
2022,3.0,9363,33986
2022,3.0,33986,0
2024,0.0,2800,92202
2024,0.0,3481,88721
2024,0.0,11080,77641
2024,0.0,9293,68348
2024,0.0,4150,64198
2024,0.0,17242,46956
2023,2.0,242499,0
2022,3.0,416485,61828
2022,3.0,61828,0
2023,1.0,20246,90956
2023,1.0,33670,57286
2022,3.0,28041,0
2023,2.0,1027,30265
2023,2.0,26328,3937
2023,2.0,3937,0
2023,2.0,196552,0
2020,1.0,6954,28059
2020,1.0,14032,14027
2020,1.0,13815,212
2020,1.0,212,0
2020,0.0,764,9765
2020,0.0,1484,8281
2020,0.0,1366,6915
2020,0.0,5411,1504
2020,0.0,178,1326
2020,0.0,1326,0
2023,0.0,4184,36224
2023,0.0,5472,30752
2023,0.0,1984,28768
2023,0.0,10531,18237
2023,0.0,3300,14937
2023,0.0,7985,6952
2024,1.0,1701,29351
2024,1.0,8460,20891
2024,1.0,1545,19346
2024,1.0,14114,5232
2024,1.0,5232,0
2019,5.0,31598,142181
2019,5.0,91802,50379
2019,5.0,50379,0
2022,1.0,82632,0
2022,1.0,1595,36771
2022,1.0,9378,27393
2022,1.0,8238,19155
2024,1.0,41043,245909
2024,1.0,26085,219824
2024,1.0,21124,198700
2024,1.0,52837,145863
2024,1.0,7885,137978
2024,1.0,38072,99906
2023,0.0,385745,0
2018,6.0,3927,17655
2018,6.0,10646,7009
2018,6.0,284,6725
2018,6.0,5157,1568
2018,6.0,1568,0
2020,0.0,94426,205687
2020,0.0,205687,0
2024,1.0,130641,0
2022,1.0,1547,7136
2022,1.0,207,6929
2022,1.0,1449,5480
2024,1.0,17420,48695
2024,1.0,48695,0
2020,4.0,7428,74075
2020,4.0,16515,57560
2020,4.0,6579,50981
2020,4.0,5963,45018
2020,4.0,5968,39050
2020,4.0,9891,32778
2020,4.0,5657,27121
2020,4.0,4908,22213
2020,4.0,10063,12150
2020,4.0,12150,0
2021,1.0,165815,0
2020,0.0,32532,0
2019,5.0,183011,0
2024,1.0,2478,5870
2024,1.0,1398,4472
2024,1.0,187,4285
2022,2.0,6796,79138
2022,2.0,54209,24929
2022,2.0,24929,0
2021,1.0,11876,21146
2021,1.0,2214,18932
2021,1.0,17646,1286
2021,1.0,1286,0
2020,2.0,42997,111028
2020,2.0,25936,85092
2020,2.0,6040,79052
2020,2.0,64126,14926
2020,2.0,1793,13133
2020,2.0,13133,0
2025,0.0,2090,105904
2025,0.0,6567,99337
2025,0.0,17641,81696
2025,0.0,4934,76762
2025,0.0,22201,54561
2025,0.0,28060,26501
2023,1.0,86380,0
2022,1.0,4398,25263
2022,1.0,14839,10424
2022,1.0,10424,0
2023,2.0,1930,150820
2023,2.0,22773,128047
2023,2.0,3052,124995
2023,2.0,9156,115839
2023,2.0,68848,46991
2018,1.0,92212,0
2020,5.0,32578,163695
2020,5.0,10434,153261
2023,2.0,54555,70412
2020,3.0,28423,22501
2020,3.0,12391,10110
2020,3.0,10110,0
2024,0.0,8135,86600
2024,0.0,20084,66516
2024,0.0,708,65808
2024,0.0,19710,46098
2024,0.0,40183,5915
2024,0.0,5915,0
2020,5.0,9671,23969
2020,5.0,4953,19016
2020,5.0,19016,0
2020,2.0,7446,65037
2020,2.0,22645,42392
2020,2.0,19774,22618
2020,2.0,22618,0
2022,2.0,152284,69355
2023,2.0,5563,64609
2023,2.0,5125,59484
2023,2.0,25245,34239
2023,2.0,4918,29321
2023,2.0,19886,9435
2023,2.0,9435,0
2018,1.0,8770,295922
2018,1.0,34754,261168
2018,1.0,138528,122640
2018,1.0,72263,50377
2018,1.0,45152,5225
2018,1.0,5225,0
2022,3.0,22392,72868
2022,3.0,67887,4981
2022,3.0,4981,0
2023,0.0,13503,36893
2023,0.0,532,36361
2023,0.0,5844,30517
2023,0.0,30517,0
2021,2.0,5031,105529
2021,2.0,33923,71606
2021,2.0,10165,61441
2021,2.0,29172,32269
2021,2.0,20739,11530
2021,2.0,11530,0
2020,4.0,2423,33617
2020,4.0,11869,21748
2020,4.0,21748,0
2021,0.0,24752,185589
2021,0.0,31021,154568
2021,0.0,34789,119779
2021,0.0,8789,110990
2021,0.0,4409,106581
2021,0.0,62232,44349
2020,3.0,79976,136443
2020,3.0,136443,0
2020,2.0,13356,113042
2020,2.0,33157,79885
2020,2.0,21920,57965
2020,2.0,42214,15751
2020,2.0,5292,10459
2020,2.0,10459,0
2020,3.0,5488,5966
2020,3.0,3463,2503
2020,3.0,2503,0
2020,5.0,3111,11274
2020,5.0,1513,9761
2020,5.0,4660,5101
2020,5.0,5101,0
2019,0.0,5084,120645
2019,0.0,19964,100681
2019,0.0,100681,0
2018,0.0,24622,17369
2018,0.0,17369,0
2019,6.0,112238,0
2023,2.0,172656,0
2021,1.0,1959,73263
2021,1.0,13381,59882
2021,1.0,16597,43285
2021,1.0,11322,31963
2022,1.0,11293,95675
2022,1.0,6641,89034
2022,1.0,8307,80727
2022,1.0,2071,78656
2024,1.0,463,32330
2024,1.0,2895,29435
2024,1.0,2341,27094
2024,1.0,844,26250
2024,1.0,4758,21492
2024,1.0,3847,16852
2024,1.0,2767,14085
2024,1.0,14085,0
2023,1.0,8518,54461
2023,1.0,27415,27046
2022,3.0,2408,147701
2022,3.0,1354,146347
2022,3.0,7319,139028
2022,3.0,15236,123792
